ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,mtm_5,mtm_10,mtm_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,tr,atr,u,d,au,ad,rs,rsi,ma_12,ma_26,ema_12,ema_26,dif,dif_ma_9,dea,macd,volume_change_rate
300623.SZ,20250205,33.78,34.24,33.09,33.21,33.19,0.02,0.0603,200311.66,673798.822,,,,,,,,,,,,,,,,,,,,,,,,,,
300623.SZ,20250206,32.56,34.68,32.46,34.61,33.21,1.4,4.2156,303272.16,1034879.755,,,,,,,,,,2.219999999999999,,1.3999999999999986,0.0,,,,,,,,,,,,,0.5140015314135981
300623.SZ,20250207,34.57,35.58,34.02,34.7,34.61,0.09,0.26,346233.72,1206124.844,,,,,,,,,,1.5599999999999952,,0.09000000000000341,0.0,,,,,,,,,,,,,0.14166008511958367
300623.SZ,20250210,34.56,34.92,34.25,34.85,34.7,0.15,0.4323,237650.58,823446.695,,,,,,,,,,0.6700000000000017,,0.14999999999999858,0.0,,,,,,,,,,,,,-0.3136122616826576
300623.SZ,20250211,34.88,34.88,33.88,34.06,34.85,-0.79,-2.2669,204138.7,696655.322,,,,34.286,,,34.286,,,1.0,,0.0,0.7899999999999991,,,,,,,,,,,,,-0.14101324726411346
300623.SZ,20250212,34.06,37.82,33.99,37.4,34.06,3.34,9.8062,719628.53,2610701.264,4.189999999999998,,,35.124,,,35.324,,,3.8299999999999983,,3.3399999999999963,0.0,,,,,,,,,,,,,2.5251940469886405
300623.SZ,20250213,37.04,37.13,36.19,36.29,37.4,-1.11,-2.9679,386175.24,1411089.699,1.6799999999999997,,,35.46,,,35.646,,,1.2100000000000009,,0.0,1.1099999999999994,,,,,,,,,,,,,-0.4633686354819757
300623.SZ,20250214,36.1,36.35,35.21,36.18,36.29,-0.11,-0.3031,292312.36,1045168.884,1.4799999999999969,,,35.756,,,35.824,,,1.1400000000000006,,0.0,0.10999999999999943,,,,,,,,,,,,,-0.24305773720759521
300623.SZ,20250217,36.08,36.79,35.65,36.52,36.18,0.34,0.9397,364023.18,1319451.728,1.6700000000000017,,,36.09,,,36.056000000000004,,,1.1400000000000006,,0.3400000000000034,0.0,,,,,,,,,,,,,0.24532257205955987
300623.SZ,20250218,36.23,36.68,34.56,34.71,36.52,-1.81,-4.9562,284977.12,1015890.638,0.6499999999999986,,,36.220000000000006,35.253,,35.607333333333344,35.253,,2.1199999999999974,,0.0,1.8100000000000023,,,,,,,,,,,,,-0.21714567737142454
