ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,mtm_5,mtm_10,mtm_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,tr,atr,u,d,au,ad,rs,rsi,ma_12,ma_26,ema_12,ema_26,dif,dif_ma_9,dea,macd,volume_change_rate
601881.SH,20250205,14.06,14.15,13.88,14.07,13.97,0.1,0.7158,391085.44,549642.795,,,,,,,,,,,,,,,,,,,,,,,,,,
601881.SH,20250206,14.04,14.3,13.97,14.24,14.07,0.17,1.2082,458307.86,648834.782,,,,,,,,,,0.33000000000000007,,0.16999999999999993,0.0,,,,,,,,,,,,,0.17188678770552027
601881.SH,20250207,14.22,14.73,14.16,14.47,14.24,0.23,1.6152,764303.32,1104939.686,,,,,,,,,,0.5700000000000003,,0.23000000000000043,0.0,,,,,,,,,,,,,0.6676635657088664
601881.SH,20250210,14.46,14.56,14.35,14.47,14.47,0.0,0.0,442106.39,638723.831,,,,,,,,,,0.21000000000000085,,0.0,-0.0,,,,,,,,,,,,,-0.4215563658679383
601881.SH,20250211,14.46,14.49,14.2,14.28,14.47,-0.19,-1.3131,368065.31,526021.956,,,,14.306000000000001,,,14.306000000000001,,,0.2900000000000009,,0.0,0.19000000000000128,,,,,,,,,,,,,-0.16747344457066096
601881.SH,20250212,14.25,14.45,14.16,14.43,14.28,0.15,1.0504,406831.91,581196.799,0.35999999999999943,,,14.378,,,14.347333333333335,,,0.28999999999999915,,0.15000000000000036,0.0,,,,,,,,,,,,,0.10532532935527116
601881.SH,20250213,14.43,14.69,14.29,14.44,14.43,0.01,0.0693,659555.08,956921.708,0.1999999999999993,,,14.418000000000001,,,14.378222222222224,,,0.40000000000000036,,0.009999999999999787,0.0,,,,,,,,,,,,,0.6211980028803542
601881.SH,20250214,14.35,14.63,14.34,14.49,14.44,0.05,0.3463,407803.85,589865.586,0.019999999999999574,,,14.422,,,14.415481481481484,,,0.2900000000000009,,0.05000000000000071,0.0,,,,,,,,,,,,,-0.38169856867753943
601881.SH,20250217,15.0,15.05,14.6,14.81,14.49,0.32,2.2084,845984.43,1254467.984,0.33999999999999986,,,14.49,,,14.54698765432099,,,0.5600000000000005,,0.3200000000000003,0.0,,,,,,,,,,,,,1.0744885807233062
601881.SH,20250218,14.7,14.8,14.31,14.4,14.81,-0.41,-2.7684,566101.83,826152.697,0.120000000000001,,,14.514000000000001,14.41,,14.497991769547326,14.41,,0.5,,0.0,0.41000000000000014,,,,,,,,,,,,,-0.33083658525488474
601881.SH,20250219,14.32,15.15,14.32,14.94,14.4,0.54,3.75,840712.98,1241494.582,0.5099999999999998,0.8699999999999992,,14.616,14.497,,14.645327846364886,14.506363636363636,,0.8300000000000001,,0.5399999999999991,0.0,,,,,,,,,,,,,0.48509143664135485
