ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,mtm_5,mtm_10,mtm_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,tr,atr,u,d,au,ad,rs,rsi,ma_12,ma_26,ema_12,ema_26,dif,dif_ma_9,dea,macd,volume_change_rate
000002.SZ,20250205,7.05,7.18,6.88,6.97,7.27,-0.3,-4.1265,2765846.82,1931084.569,,,,,,,,,,,,,,,,,,,,,,,,,,
000002.SZ,20250206,6.97,7.16,6.92,7.02,6.97,0.05,0.7174,1868805.47,1316869.589,,,,,,,,,,0.2400000000000002,,0.04999999999999982,0.0,,,,,,,,,,,,,-0.3243279213850317
000002.SZ,20250207,7.05,7.65,7.01,7.42,7.02,0.4,5.698,3269215.82,2417401.435,,,,,,,,,,0.6400000000000006,,0.40000000000000036,0.0,,,,,,,,,,,,,0.7493612216364071
000002.SZ,20250210,7.39,7.45,7.27,7.42,7.42,0.0,0.0,1862257.73,1370839.101,,,,,,,,,,0.1800000000000006,,0.0,-0.0,,,,,,,,,,,,,-0.43036561899422104
000002.SZ,20250211,7.46,7.54,7.22,7.24,7.42,-0.18,-2.4259,1736090.54,1268761.11,,,,7.214,,,7.214,,,0.3200000000000003,,0.0,0.17999999999999972,,,,,,,,,,,,,-0.06774958587499054
000002.SZ,20250212,7.25,7.96,7.13,7.96,7.24,0.72,9.9448,3797389.87,2862874.54,0.9900000000000002,,,7.412000000000001,,,7.462666666666667,,,0.8300000000000001,,0.7199999999999998,0.0,,,,,,,,,,,,,1.1873224826166036
000002.SZ,20250213,7.79,8.22,7.7,7.97,7.96,0.01,0.1256,5741530.31,4569427.868,0.9500000000000002,,,7.601999999999999,,,7.631777777777779,,,0.5200000000000005,,0.009999999999999787,0.0,,,,,,,,,,,,,0.5119675636570863
000002.SZ,20250214,7.93,8.05,7.71,7.81,7.97,-0.16,-2.0075,2629994.42,2055201.912,0.3899999999999997,,,7.68,,,7.691185185185185,,,0.34000000000000075,,0.0,0.16000000000000014,,,,,,,,,,,,,-0.5419349410349102
000002.SZ,20250217,7.75,7.87,7.62,7.68,7.81,-0.13,-1.6645,2245270.83,1732605.874,0.2599999999999998,,,7.731999999999999,,,7.687456790123457,,,0.25,,0.0,0.1299999999999999,,,,,,,,,,,,,-0.14628304420508995
000002.SZ,20250218,7.64,7.76,7.47,7.52,7.68,-0.16,-2.0833,2009495.45,1528472.572,0.27999999999999936,,,7.787999999999999,7.5009999999999994,,7.631637860082305,7.5009999999999994,,0.29000000000000004,,0.0,0.16000000000000014,,,,,,,,,,,,,-0.10500977291902025
