ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,mtm_5,mtm_10,mtm_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,tr,atr,u,d,au,ad,rs,rsi,ma_12,ma_26,ema_12,ema_26,dif,dif_ma_9,dea,macd,volume_change_rate
000006.SZ,20250205,6.7,6.94,6.5,6.75,6.77,-0.02,-0.2954,366680.02,243782.449,,,,,,,,,,,,,,,,,,,,,,,,,,
000006.SZ,20250206,6.76,6.88,6.65,6.83,6.75,0.08,1.1852,256377.99,173875.713,,,,,,,,,,0.22999999999999954,,0.08000000000000007,0.0,,,,,,,,,,,,,-0.30081276312791744
000006.SZ,20250207,6.8,7.12,6.8,6.97,6.83,0.14,2.0498,331227.99,231726.933,,,,,,,,,,0.3200000000000003,,0.13999999999999968,0.0,,,,,,,,,,,,,0.2919517389148733
000006.SZ,20250210,6.91,7.29,6.91,7.28,6.97,0.31,4.4476,407276.7,289987.123,,,,,,,,,,0.3799999999999999,,0.3100000000000005,0.0,,,,,,,,,,,,,0.22959626690968968
000006.SZ,20250211,7.28,7.35,7.02,7.04,7.28,-0.24,-3.2967,303697.31,215991.561,,,,6.974000000000001,,,6.974000000000001,,,0.33000000000000007,,0.0,0.2400000000000002,,,,,,,,,,,,,-0.25432191431525547
000006.SZ,20250212,7.06,7.2,6.91,7.2,7.04,0.16,2.2727,343298.87,243148.62,0.4500000000000002,,,7.064,,,7.049333333333335,,,0.29000000000000004,,0.16000000000000014,0.0,,,,,,,,,,,,,0.13039812568639478
000006.SZ,20250213,7.19,7.27,7.07,7.14,7.2,-0.06,-0.8333,449288.46,321716.972,0.3099999999999996,,,7.1259999999999994,,,7.079555555555557,,,0.1999999999999993,,0.0,0.0600000000000005,,,,,,,,,,,,,0.3087385344437633
000006.SZ,20250214,7.11,7.15,6.97,7.04,7.14,-0.1,-1.4006,256836.04,180913.081,0.07000000000000028,,,7.140000000000001,,,7.066370370370372,,,0.1800000000000006,,0.0,0.09999999999999964,,,,,,,,,,,,,-0.428349350437356
000006.SZ,20250217,7.04,7.17,7.0,7.08,7.04,0.04,0.5682,313918.31,222159.407,-0.20000000000000018,,,7.1,,,7.0709135802469145,,,0.16999999999999993,,0.040000000000000036,0.0,,,,,,,,,,,,,0.22225179145418994
000006.SZ,20250218,7.08,7.09,6.66,6.66,7.08,-0.42,-5.9322,337017.25,230353.342,-0.3799999999999999,,,7.024000000000001,6.999,,6.933942386831276,6.999,,0.4299999999999997,,0.0,0.41999999999999993,,,,,,,,,,,,,0.07358264638975663
000006.SZ,20250219,6.67,6.76,6.63,6.68,6.66,0.02,0.3003,283191.47,189496.81,-0.5200000000000005,-0.07000000000000028,,6.919999999999999,6.991999999999999,,6.849294924554185,6.941,,0.1299999999999999,,0.019999999999999574,0.0,,,,,,,,,,,,,-0.15971224024883007
000006.SZ,20250220,6.64,6.8,6.5,6.78,6.68,0.1,1.497,355609.45,236693.681,-0.35999999999999943,-0.04999999999999982,,6.848000000000001,6.987,,6.826196616369457,6.911727272727273,,0.2999999999999998,,0.10000000000000053,0.0,,,,,6.954166666666666,,6.954166666666666,,,,,,0.25572090854290225
000006.SZ,20250221,6.87,6.9,6.53,6.65,6.78,-0.13,-1.9174,375325.27,249495.027,-0.3899999999999997,-0.3199999999999994,,6.7700000000000005,6.955000000000001,,6.7674644109129725,6.864140495867768,,0.3700000000000001,,0.0,0.1299999999999999,,,,,6.945833333333333,,6.907371794871794,,,,,,0.05544233990407175
000006.SZ,20250224,6.58,6.73,6.51,6.52,6.65,-0.13,-1.9549,318681.96,209844.651,-0.5600000000000005,-0.7600000000000007,,6.658000000000001,6.8790000000000004,,6.684976273941982,6.8015694966190825,,0.22000000000000064,,0.0,0.13000000000000078,,,,,6.920000000000001,,6.847776134122286,,,,,,-0.15091792247295258
000006.SZ,20250225,6.44,6.57,6.38,6.41,6.52,-0.11,-1.6871,266472.04,171975.706,-0.25,-0.6299999999999999,,6.608,6.816,,6.5933175159613215,6.73037504268834,,0.1900000000000004,0.2671428571428572,0.0,0.10999999999999943,0.060714285714285755,0.08500000000000003,0.7142857142857145,41.66666666666668,6.873333333333334,,6.780425959641935,,,,,,-0.1638307985805034
000006.SZ,20250226,6.4,6.94,6.4,6.61,6.41,0.2,3.1201,475058.83,318403.984,-0.0699999999999994,-0.5899999999999999,,6.593999999999999,6.757000000000001,,6.5988783439742145,6.708488671290461,,0.54,0.2892857142857143,0.20000000000000018,0.0,0.0706632653061225,0.07892857142857146,0.8952811893988368,47.23738062755799,6.8175,,6.754206581235484,,,,,,0.7827717684752219
000006.SZ,20250227,6.57,7.0,6.57,6.73,6.61,0.12,1.8154,486923.69,330809.044,-0.04999999999999982,-0.40999999999999925,,6.5840000000000005,6.715999999999999,,6.642585562649477,6.7123998219649215,,0.4299999999999997,0.29714285714285715,0.1200000000000001,0.0,0.07418731778425662,0.07329081632653064,1.0122321117796236,50.303943856874575,6.791666666666667,,6.75048249181464,,,,,,0.024975559342829152
000006.SZ,20250228,6.71,6.79,6.37,6.38,6.73,-0.35,-5.2006,411843.27,268068.448,-0.27000000000000046,-0.6600000000000001,,6.529999999999999,6.65,,6.555057041766318,6.651963490698572,,0.41999999999999993,0.3,0.0,0.35000000000000053,0.06888822365680972,0.09305575801749279,0.7402897480439629,42.538304260886896,6.723333333333334,,6.693485185381618,,,,,,-0.15419340143421648
000006.SZ,20250303,6.4,6.59,6.33,6.44,6.38,0.06,0.9404,339497.05,219107.711,-0.07999999999999918,-0.6399999999999997,,6.514,6.586,,6.516704694510879,6.613424674207922,,0.2599999999999998,0.295,0.0600000000000005,0.0,0.06825335053846619,0.08640891815910044,0.7898878031639592,44.13057632817464,6.664999999999999,,6.654487464553677,,,,,,-0.17566444633173203
000006.SZ,20250304,6.4,6.7,6.4,6.54,6.44,0.1,1.5528,402756.6,265201.116,0.1299999999999999,-0.1200000000000001,,6.540000000000001,6.574000000000001,6.786499999999999,6.524469796340586,6.600074733442845,6.786499999999999,0.2999999999999998,0.2957142857142857,0.09999999999999964,0.0,0.07052096835714715,0.08023685257630755,0.8789099533793362,46.777651680356584,6.623333333333334,,6.636874008468496,,,,,,0.18633313603166798
