open,high,low,close,pre_close,change,pct_chg,vol,amount,mtm_5,mtm_10,mtm_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,tr,atr,u,d,au,ad,rs,rsi,ma_12,ma_26,ema_12,ema_26,dif,dif_ma_9,dea,volume_change_rate
1.424,1.432,1.393,1.424,,-0.006,-0.42,2227002,314526592.0,,,,,,,,,,0.038999999999999924,,,,,,,,,,,,,,,
1.422,1.506,1.409,1.502,1.424,0.078,5.48,5273028,774540224.0,,,,,,,,,,0.09699999999999998,,0.07800000000000007,0.0,,,,,,,,,,,,1.367769764014581
1.5,1.504,1.47,1.474,1.502,-0.028,-1.86,5820003,864140816.0,,,,,,,,,,0.03400000000000003,,0.0,0.028000000000000025,,,,,,,,,,,,0.10373072170297593
1.467,1.518,1.467,1.493,1.474,0.019,1.29,3789821,566618992.0,,,,,,,,,,0.050999999999999934,,0.019000000000000128,0.0,,,,,,,,,,,,-0.3488283425283458
1.485,1.536,1.48,1.503,1.493,0.01,0.67,3869420,586347360.0,,,,1.4792,,,1.480777777777778,,,0.05600000000000005,,0.009999999999999787,0.0,,,,,,,,,,,,0.021003366649770427
1.495,1.542,1.475,1.54,1.503,0.037,2.46,3358343,512100752.0,0.1160000000000001,,,1.5024,,,1.5005185185185188,,,0.06699999999999995,,0.037000000000000144,0.0,,,,,,,,,,,,-0.1320810354006544
1.538,1.562,1.526,1.551,1.54,0.011,0.71,2253852,348447040.0,0.04899999999999993,,,1.5122,,,1.5173456790123458,,,0.03600000000000003,,0.010999999999999899,0.0,,,,,,,,,,,,-0.3288797481376977
1.546,1.554,1.526,1.536,1.551,-0.015,-0.97,1413702,218119605.0,0.062000000000000055,,,1.5246,,,1.5235637860082307,,,0.028000000000000025,,0.0,0.014999999999999902,,,,,,,,,,,,-0.3727618317440542
1.534,1.558,1.526,1.534,1.536,-0.002,-0.13,1966261,303252256.0,0.040999999999999925,,,1.5328,,,1.5270425240054872,,,0.03200000000000003,,0.0,0.0020000000000000018,,,,,,,,,,,,0.3908596012455241
1.528,1.596,1.528,1.592,1.534,0.058,3.78,2330181,364731840.0,0.08900000000000019,,,1.5506,1.5149000000000001,,1.5486950160036583,1.520748467298378,,0.06800000000000006,,0.05800000000000005,0.0,,,,,,,,,,,,0.18508224493086112
1.576,1.637,1.548,1.579,1.592,-0.013,-0.82,7977037,1271212800.0,0.038999999999999924,0.15500000000000003,,1.5584,1.5304,,1.5587966773357724,1.531339655062309,,0.08899999999999997,,0.0,0.013000000000000123,,,,,,,,,,,,2.423355095591287
1.581,1.657,1.581,1.657,1.579,0.078,4.94,5223034,844511904.0,0.1060000000000001,0.15500000000000003,,1.5796,1.5459,,1.5915311182238485,1.5541869905055257,,0.07800000000000007,,0.07800000000000007,0.0,,,,,1.5320833333333335,,1.5431713337693616,,,,,-0.34524134713177335
1.662,1.673,1.636,1.668,1.657,0.011,0.66,3539652,588016320.0,0.1319999999999999,0.19399999999999995,,1.6060000000000003,1.5653,,1.6170207454825656,1.5748802649590665,,0.037000000000000144,,0.010999999999999899,0.0,,,,,1.5524166666666668,,1.5623757439586905,,,,,-0.3222996442297714
1.661,1.686,1.655,1.683,1.668,0.015,0.9,3227682,540329712.0,0.14900000000000002,0.18999999999999995,,1.6358000000000001,1.5843,,1.6390138303217106,1.5945383986028725,,0.030999999999999917,0.05307142857142858,0.015000000000000124,0.0,,,,,1.5675000000000001,,1.5809333218111998,,,,,-0.08813578283966894
1.682,1.683,1.632,1.638,1.683,-0.045,-2.67,1632896,270164352.0,0.04599999999999982,0.135,,1.645,1.5977999999999999,,1.6386758868811406,1.6024405079478046,,0.051000000000000156,0.05392857142857145,0.0,0.04500000000000015,0.04148922043689798,0.0054558953323992024,7.604475142790782,88.3781406372259,1.5811666666666666,,1.589712810763323,,,,,-0.4940963824812977
1.639,1.686,1.639,1.686,1.638,0.048,2.93,3345613,558198224.0,0.10699999999999998,0.1459999999999999,,1.6664,1.6123999999999998,,1.6544505912540939,1.6176331428663855,,0.04800000000000004,0.050428571428571455,0.04800000000000004,0.0,0.04195427611997671,0.005066188522942117,8.281230737858992,89.22556686452252,1.5972499999999998,,1.6045262244920424,,,,,1.0488830886964018
1.686,1.698,1.651,1.688,1.686,0.002,0.12,2664797,448471600.0,0.030999999999999917,0.137,,1.6725999999999999,1.6260999999999999,,1.6656337275027293,1.630427116890679,,0.04699999999999993,0.05135714285714288,0.0020000000000000018,0.0,0.03910039925426409,0.004704317914160538,8.311597976099232,89.26070474083208,1.6126666666666667,,1.617368343800959,,,,,-0.20349514423814108
1.672,1.7,1.662,1.668,1.688,-0.02,-1.18,2591469,436384672.0,0.0,0.1319999999999999,,1.6725999999999999,1.6393,,1.6664224850018194,1.6372585501832826,,0.038000000000000034,0.050428571428571455,0.0,0.020000000000000018,0.03630751359324523,0.005796866634577643,6.263299793146022,86.23215303678302,1.6233333333333333,,1.6251578293700422,,,,,-0.027517293062098158
